PassengerId,Survived_pred,Survived_prob
975,0,0.14874502808981419
976,0,0.20707262798745377
977,0,0.23381981097464183
978,1,0.6190510240290675
979,0,0.45405396759280703
980,1,0.6151046005063081
981,1,0.5138744533844415
982,1,0.5061187799203367
983,0,0.1519223899648997
984,1,0.7617441526723279
985,0,0.15081488395077294
986,0,0.28244231511865864
987,0,0.15493189126440454
988,1,0.7671975931229456
989,0,0.1559309135363263
990,0,0.457448521532427
991,0,0.1392504476222692
992,1,0.8472762375318585
993,0,0.2300913513403623
994,0,0.17513964856174677
995,0,0.1542667413788526
996,1,0.5871242938816205
997,0,0.18193381262118397
998,0,0.1709202085230418
999,0,0.17513964856174677
1000,0,0.15245415347365812
1001,0,0.3062684484389756
1002,0,0.24874866452483993
1003,1,0.6151046005063081
1004,1,0.8117777859459678
1005,1,0.5531008524196876
1006,1,0.796781404083151
1007,0,0.28947628519864926
1008,0,0.17012106266725854
1009,1,0.59941491186668
1010,0,0.44570441118194976
1011,1,0.7143001845138528
1012,1,0.6855570771376119
1013,0,0.16628565718059338
1014,1,0.8470735324399208
1015,0,0.14893171268500294
1016,0,0.17513964856174677
1017,1,0.5349967017957817
1018,0,0.15210542006269803
1019,1,0.653640164513607
1020,0,0.21470243309513773
1021,0,0.15136284559290716
1022,0,0.15745648253731337
1023,0,0.3940104511763072
1024,0,0.31688907218209594
1025,0,0.16649927699657266
1026,0,0.13285647611106233
1027,0,0.15111299605182713
1028,0,0.19357277811867804
1029,0,0.21352733324003703
1030,0,0.4521020347618821
1031,0,0.13985730240741648
1032,0,0.2461432568412929
1033,1,0.7668252011495464
1034,0,0.4722108224951223
1035,0,0.22269835881727615
1036,0,0.2544526760600007
1037,0,0.184485626967747
1038,0,0.33153786192222545
1039,0,0.1497544410673934
1040,0,0.25551607471449417
1041,0,0.26729596604176675
1042,1,0.8601337898327043
1043,0,0.20108942443072667
1044,0,0.1688948794095612
1045,1,0.5299986444559032
1046,0,0.1431077610555813
1047,0,0.1512137926583354
1048,1,0.7912527324363936
1049,0,0.46547078961474414
1050,0,0.326472901099156
1051,1,0.5166027927547738
1052,1,0.6199367862234044
1053,0,0.41908035778052105
1054,1,0.6860377342699769
1055,0,0.14738742717813327
1056,0,0.21470243309513773
1057,0,0.4945164074207716
1058,0,0.42489376011217905
1059,0,0.17667379171369585
1060,1,0.7433578055067231
1061,0,0.44812223642871574
1062,0,0.14893171268500294
1063,0,0.1962972679145964
1064,0,0.18001626607631852
1065,0,0.18506582651901587
1066,0,0.14125526396827845
1067,1,0.7041235030135278
1068,1,0.6812856041051858
1069,0,0.4511163025688015
1070,1,0.8039031476177152
1071,1,0.826600693342539
1072,0,0.21431190758737373
1073,0,0.455702268450764
1074,1,0.7624468471577951
1075,0,0.17513964856174677
1076,1,0.830578980534359
1077,0,0.21928473412087146
1078,1,0.7103038297635195
1079,0,0.1406179317426903
1080,0,0.2598950486819108
1081,0,0.21470243309513773
1082,0,0.2274551278900193
1083,0,0.24926020293687878
1084,0,0.26833086429378084
1085,0,0.21211120272535008
1086,0,0.3985283955860781
1087,0,0.1366446941854824
1088,1,0.6279664572969097
1089,0,0.47140120674407043
1090,0,0.20465847587558209
1091,0,0.44101151355386314
1092,1,0.6371144957707996
1093,0,0.4518492995048708
1094,0,0.45811853009273235
1095,1,0.7564768312610239
1096,0,0.20488782412382583
1097,0,0.2607175977517159
1098,1,0.5879858647722487
1099,0,0.20526688040109584
1100,1,0.8044374087179773
1101,0,0.15127304790783758
1102,0,0.18635216035956867
1103,0,0.145743239637992
1104,0,0.27130873624943025
1105,1,0.73622805808156
1106,0,0.4401910537287587
1107,0,0.3319701995918492
1108,1,0.6190510240290675
1109,0,0.32456043384520705
1110,1,0.8423722560640701
1111,0,0.15081488395077294
1112,1,0.7277493790388561
1113,0,0.15004855871445225
1114,1,0.7905730091120435
1115,0,0.15239953770975687
1116,1,0.769905821122145
1117,1,0.6047898585762138
1118,0,0.15210542006269803
1119,1,0.6151046005063081
1120,0,0.16891647837796872
1121,0,0.21470243309513773
1122,0,0.3047747605139146
1123,1,0.6972683461988521
1124,0,0.15152836745674864
1125,0,0.17367267532434166
1126,0,0.4566907446518805
1127,0,0.1497987091733722
1128,0,0.47007162214655357
1129,0,0.25508946176379643
1130,1,0.7141635597173577
1131,1,0.7911341399219789
1132,1,0.769905821122145
1133,1,0.71691003209643
1134,0,0.4448979657973699
1135,0,0.14874502808981419
1136,0,0.18678282757448764
1137,0,0.3493835697269646
1138,1,0.6738212923179261
1139,0,0.2711515628283027
1140,1,0.7143001845138528
1141,1,0.563150455795682
1142,1,0.7734843884891941
1143,0,0.15467779586068267
1144,0,0.45342851964683206
1145,0,0.14940140266522303
1146,0,0.16007623840135252
1147,0,0.14893171268500294
1148,0,0.17513964856174677
1149,0,0.15081488395077294
1150,1,0.6752136964078468
1151,0,0.1519180562282754
1152,0,0.17866665629311068
1153,0,0.1497987091733722
1154,1,0.7093890442477282
1155,1,0.6429666377042688
1156,0,0.26792334656544303
1157,0,0.14874502808981419
1158,0,0.1902802903914486
1159,0,0.14893171268500294
1160,0,0.44101151355386314
1161,0,0.14826871423442198
1162,0,0.4378007271093214
1163,0,0.17513964856174677
1164,1,0.8424468244873641
1165,1,0.6561708411399114
1166,0,0.17822024202282236
1167,1,0.6995002554335152
1168,0,0.20615648609366807
1169,0,0.22870953240023778
1170,0,0.22682315435195893
1171,0,0.20465847587558209
1172,0,0.44821314587299327
1173,0,0.4706758258820647
1174,1,0.6151046005063081
1175,1,0.647971433782017
1176,1,0.5885671968511476
1177,0,0.1344685273860572
1178,0,0.14893171268500294
1179,0,0.3748390082106067
1180,0,0.28603729424486185
1181,0,0.15081488395077294
1182,0,0.26423238696810053
1183,1,0.5465395223107706
1184,0,0.18506582651901587
1185,0,0.40768050547579704
1186,0,0.1426035688863404
1187,0,0.15108937950376708
1188,1,0.8287066760825127
1189,0,0.22877175784453943
1190,0,0.26423238696810053
1191,0,0.15195936109559113
1192,0,0.15514947629131218
1193,0,0.37838349894925294
1194,0,0.25680463865338604
1195,0,0.15018431938868437
1196,1,0.6151046005063081
1197,1,0.7746629313621933
1198,0,0.40351493652966575
1199,0,0.40963191843120234
1200,0,0.3782048885343523
1201,1,0.5089089875047317
1202,0,0.14864695451190685
1203,0,0.22119393547335492
1204,0,0.14893171268500294
1205,1,0.5750687789238248
1206,1,0.8457719966775586
1207,1,0.6168925910451466
1208,0,0.4591418242256066
1209,0,0.20900148662827026
1210,0,0.15749417317370032
1211,0,0.23866831781167477
1212,0,0.1542667413788526
1213,0,0.29945912895101
1214,0,0.3327187663207984
1215,0,0.25319827154978225
1216,1,0.7684646347007446
1217,0,0.14697247064136626
1218,1,0.8245884179228988
1219,0,0.3253984902683102
1220,0,0.22977293105473126
1221,0,0.2116011502512097
1222,1,0.7264759463704212
1223,0,0.40253361563523865
1224,0,0.17822024202282236
1225,1,0.6199145819114664
1226,0,0.15567416685382163
1227,0,0.3564250837722333
1228,0,0.21404702805832632
1229,0,0.24005816050186848
1230,0,0.23413049124234792
1231,0,0.18506582651901587
1232,0,0.20598198549448338
1233,0,0.15215879901141546
1234,0,0.1768829528394095
1235,1,0.8555296019155133
1236,0,0.2192908979786406
1237,1,0.5028897864208676
1238,0,0.21352733324003703
1239,1,0.5846314796034668
1240,0,0.2132275040754139
1241,1,0.7080587373070177
1242,1,0.8304642821834737
1243,0,0.20488782412382583
1244,0,0.2589716026024714
1245,0,0.28554756023994193
1246,1,0.5941746445175066
1247,0,0.3194409177992931
1248,1,0.8160668898586185
1249,0,0.14981480314234785
1250,0,0.17513964856174677
1251,1,0.5280812733202774
1252,0,0.11700949833437624
1253,1,0.7798506441868969
1254,1,0.7080587373070177
1255,0,0.1565654965105576
1256,1,0.8464304813127933
1257,0,0.3040045697320745
1258,0,0.23381981097464183
1259,0,0.46046864886845384
1260,1,0.7862326289972043
1261,0,0.2705039666943356
1262,0,0.21450452972900375
1263,1,0.8401022049065441
1264,0,0.2500813567959145
1265,0,0.21470243309513773
1266,1,0.7984046071176073
1267,1,0.810076050985814
1268,0,0.4240109117971971
1269,0,0.20487040270261567
1270,0,0.32785733883159124
1271,0,0.2617402590140482
1272,0,0.17513964856174677
1273,0,0.17401799022379597
1274,1,0.5214905021822266
1275,1,0.5067581800944891
1276,0,0.21379370030446054
1277,1,0.7172869109343465
1278,0,0.1532323431067303
1279,0,0.20887162719886113
1280,0,0.17525904555973
1281,0,0.2548196075655581
1282,0,0.37434838373759177
1283,1,0.7779945862999947
1284,0,0.21855274025834828
1285,0,0.20768694663303638
1286,0,0.15582301951868405
1287,1,0.7847125250524424
1288,0,0.15682632776314911
1289,1,0.8462921522538253
1290,0,0.15162393858121656
1291,0,0.15968303470255074
1292,1,0.7994300982296855
1293,0,0.2257597556974654
1294,1,0.7939977176129167
1295,0,0.27170498620794087
1296,0,0.3906956091902725
1297,0,0.3901642420646414
1298,0,0.21189676956863682
1299,0,0.44554777863206646
1300,1,0.6168142087040246
1301,1,0.6087396238530169
1302,1,0.6151046005063081
1303,1,0.8186177905901941
1304,0,0.46223687518699597
1305,0,0.15081488395077294
1306,1,0.8469845144306697
1307,0,0.13410173201926184
1308,0,0.15081488395077294
1309,0,0.29466971037537965
