PassengerId,Survived_pred,Survived_prob
1096,0,0.2031800884589547
1097,0,0.34471407445830515
1098,1,0.6004005727202992
1099,0,0.2031800884589547
1100,1,0.9130658470859684
1101,0,0.11067104128938
1102,0,0.11144938906051906
1103,0,0.11062618628771537
1104,0,0.20873225418992805
1105,1,0.7563801880284087
1106,1,0.6004038051509335
1107,0,0.46717324362735263
1108,1,0.6004172778276272
1109,0,0.36184178062135164
1110,1,0.9206125677636497
1111,0,0.11067922063750947
1112,1,0.7551724194815826
1113,0,0.11067922063750947
1114,1,0.8686520906352697
1115,0,0.11066573719606483
1116,1,0.8640895284901537
1117,1,0.6013693659313498
1118,0,0.11066573719606483
1119,1,0.6004005727202992
1120,0,0.11105374479736346
1121,0,0.20339830055210678
1122,0,0.2079766820027272
1123,1,0.8640328232895462
1124,0,0.11059680423509502
1125,0,0.11067016079448229
1126,0,0.4710363876309259
1127,0,0.11066883475952373
1128,0,0.491290502799253
1129,0,0.11063546569236948
1130,1,0.7550868890493259
1131,1,0.8820203012031207
1132,1,0.8641069323171973
1133,1,0.7567771934640541
1134,0,0.49873745082694687
1135,0,0.11067060104116447
1136,0,0.11149876433823173
1137,0,0.4883553121870083
1138,1,0.7558833138133267
1139,0,0.20510634348854528
1140,1,0.7563801880284087
1141,1,0.6012670930786619
1142,1,0.7565539319442849
1143,0,0.11067259012661394
1144,0,0.4798391158598827
1145,0,0.1107468717171489
1146,0,0.11075615998431676
1147,0,0.11065270068060519
1148,0,0.11066330799564102
1149,0,0.11067922063750947
1150,1,0.7550868890493259
1151,0,0.11066463397261815
1152,0,0.11117616969699703
1153,0,0.11066883475952373
1154,1,0.7560821458007055
1155,1,0.6009736491449502
1156,0,0.20337538008462572
1157,0,0.11067104128938
1158,0,0.3415872075088982
1159,0,0.11065270068060519
1160,1,0.6004393613106679
1161,0,0.11071171516858101
1162,0,0.4715679453646124
1163,0,0.11066330799564102
1164,1,0.9176192477134242
1165,1,0.6014022060958576
1166,0,0.11063546569236948
1167,1,0.7563801880284087
1168,0,0.2031800884589547
1169,0,0.20453581612687693
1170,0,0.20409775173920264
1171,0,0.2031800884589547
1172,1,0.6005185507706985
1173,0,0.1109832709780608
1174,1,0.6004005727202992
1175,1,0.6013693659313498
1176,1,0.6020108496783056
1177,0,0.11063679137724002
1178,0,0.11063679137724002
1179,0,0.47251146257972243
1180,0,0.1704508437591038
1181,0,0.11067922063750947
1182,0,0.34640305870284294
1183,1,0.6002971303240461
1184,0,0.1106356884064557
1185,0,0.4724566055464097
1186,0,0.11075615998431676
1187,0,0.11067104128938
1188,1,0.7579239678389733
1189,0,0.11140425811184342
1190,0,0.3471233022325569
1191,0,0.11066883475952373
1192,0,0.11066463397261815
1193,0,0.35437464180278605
1194,0,0.20409775173920264
1195,0,0.11071171516858101
1196,1,0.6004005727202992
1197,1,0.9130157500227276
1198,0,0.17908418511141053
1199,0,0.11074819857070672
1200,0,0.4935827060700006
1201,1,0.6012224008397375
1202,0,0.11071171516858101
1203,0,0.11063546569236948
1204,0,0.11065402654629847
1205,1,0.6004005727202992
1206,1,0.9175725526649519
1207,1,0.6003984134517634
1208,0,0.48114960202807644
1209,0,0.2031800884589547
1210,0,0.11066883475952373
1211,0,0.20501849325171967
1212,0,0.11066463397261815
1213,0,0.1704508437591038
1214,0,0.3582382289186176
1215,0,0.3448124791135179
1216,1,0.8753138603228139
1217,0,0.11062618628771537
1218,1,0.9076626083835015
1219,0,0.35125058470839027
1220,0,0.20453581612687693
1221,0,0.20339830055210678
1222,1,0.7574461439703679
1223,0,0.4654565304530639
1224,0,0.11063546569236948
1225,1,0.6014334305359131
1226,0,0.11067104128938
1227,0,0.4649604436648101
1228,0,0.20339830055210678
1229,0,0.1106356884064557
1230,0,0.20501849325171967
1231,0,0.1106356884064557
1232,0,0.2031800884589547
1233,0,0.11065424929309972
1234,0,0.11398385632063202
1235,1,0.9320054066240083
1236,0,0.11102182727430661
1237,1,0.6003876429103142
1238,0,0.20339830055210678
1239,1,0.60033323273708
1240,0,0.20344196390673894
1241,1,0.7558833138133267
1242,1,0.9424237252822882
1243,0,0.2031800884589547
1244,0,0.20873225418992805
1245,0,0.2079766820027272
1246,1,0.6020576553782033
1247,0,0.4649604436648101
1248,1,0.9201464414530932
1249,0,0.11067016079448229
1250,0,0.11066330799564102
1251,1,0.6014086655015677
1252,0,0.11398385632063202
1253,1,0.7574713116982174
1254,1,0.7558833138133267
1255,0,0.11071171516858101
1256,1,0.9422373307865903
1257,1,0.6083637880765836
1258,0,0.11101960930482978
1259,1,0.6045227832151718
1260,1,0.8660992612164873
1261,0,0.20347325735907384
1262,0,0.20326735236057017
1263,1,0.9175263473694206
1264,0,0.46147643835255586
1265,0,0.20339830055210678
1266,1,0.9153539813563687
1267,1,0.8782848959342197
1268,1,0.6005185507706985
1269,0,0.20326735236057017
1270,0,0.46817949416088295
1271,0,0.11192324445255865
1272,0,0.11066330799564102
1273,0,0.11067016079448229
1274,1,0.601273010571556
1275,1,0.601479716634043
1276,0,0.20338738580388754
1277,1,0.7602322330265759
1278,0,0.11066463397261815
1279,0,0.20339830055210678
1280,0,0.11066330799564102
1281,0,0.11137202845922115
1282,0,0.47402059559871845
1283,1,0.9196997938756722
1284,0,0.11132803391180417
1285,0,0.2031800884589547
1286,0,0.1114227076838592
1287,1,0.9144367879562652
1288,0,0.11063679137724002
1289,1,0.9427950757273466
1290,0,0.11066463397261815
1291,0,0.11066242225077015
1292,1,0.9242367928253123
1293,0,0.20409775173920264
1294,1,0.8660992612164873
1295,0,0.3473187433708603
1296,0,0.4651911556812331
1297,0,0.2967348432769486
1298,0,0.2031800884589547
1299,0,0.489896677104979
1300,1,0.6003967972302461
1301,1,0.6011793349965655
1302,1,0.6004005727202992
1303,1,0.890233556969725
1304,1,0.6004038051509335
1305,0,0.11067922063750947
1306,1,0.9164763225549126
1307,0,0.11063679137724002
1308,0,0.11067922063750947
1309,0,0.11144049286867325
